ID, DateOfData, Variable01, Variable02, Variable03, Variable04, Variable05, Variable06, Variable07, Variable08, Variable09, Variable10, Variable11, Result01, Result02, Result03
289364,6/25/2018 13:00,2,,23,3,,CA,,3210,,,,1,0,0
289365,6/25/2018 13:02,2,,11,4,611,GA,71,0,0.1826,138.15,15169,1,1,0
289366,6/25/2018 12:58,2,,1,4,622,NY,32,,,,,1,0,0
289367,6/25/2018 13:03,2,,1,4,702,OH,66,0,0.0048,77.13,24676,1,1,0
289368,6/25/2018 13:04,2,,1,4,561,PA,68,1320,-0.0247,59.73,,1,0,0
289369,6/25/2018 13:05,2,,23,3,762,AZ,57,0,0.0055,80.65,15022,1,0,0
289370,6/25/2018 13:05,2,,1,4,680,CA,48,0,0.1248,175.52,,1,0,0
289372,6/25/2018 13:05,2,,1,4,726,NY,66,0,0.0109,127.8,35246.97,5,1,0
289373,6/25/2018 13:01,1,3,69,3,642,CA,,,,,,1,0,0
289374,6/25/2018 13:05,2,,23,3,636,NM,60,,,,15578,2,0,1
289375,6/25/2018 13:05,2,,23,3,479,MA,10,,,,,1,0,0
289377,6/25/2018 13:05,2,,1,4,670,GA,62,,,,,2,0,0
289378,6/25/2018 13:10,2,,23,3,728,CA,40,0,0.1048,89.27,7009.85,2,1,0
289379,6/25/2018 13:06,1,,1,4,624,AZ,,,,,,1,0,0
289380,6/25/2018 13:06,2,,5,2,689,FL,,,,,16611,2,1,1
289381,6/25/2018 13:12,2,,11,4,625,WV,69,0,0.0889,183.83,27451,1,1,0
289382,6/25/2018 13:08,1,1,1,4,628,CA,,,,,,1,0,0
289383,6/25/2018 13:13,2,,1,4,612,MD,52,0,0.0573,244.49,25568,2,0,0
289385,6/25/2018 13:09,2,,69,3,701,NC,,,,,22152,1,0,0
289386,6/25/2018 13:10,2,,23,3,683,ID,,,,,6673,2,0,0
289387,6/25/2018 13:10,2,,1,4,,IL,,,,,,1,0,0
289388,6/25/2018 13:14,1,2,105,1,540,FL,,,,,,1,0,0
289389,6/25/2018 13:16,2,,23,3,703,CA,54,0,-0.0081,127.83,22325,1,0,0
289390,6/25/2018 13:19,2,,23,3,792,AZ,61,0,-0.0064,121.91,30012,1,0,0
289392,6/25/2018 13:15,2,,23,3,,NJ,,,,,,1,0,0
289393,6/25/2018 13:16,1,3,10,1,722,CA,,,,,9137,2,1,1
289394,6/25/2018 13:21,2,,23,3,653,TX,61,0,0.1345,120.95,17836.28,3,1,1
289395,6/25/2018 13:21,2,,23,3,797,AR,69,0,0.0144,100.01,32820.17,3,0,0
289397,6/25/2018 13:23,2,,23,3,642,TX,40,500,0.1271,124.22,,2,0,0
289398,6/25/2018 13:25,2,,1,4,771,WV,72,0,0.0133,112.47,44523,1,1,0
289399,6/25/2018 13:21,2,,23,3,638,CO,47,,,,9061,2,1,0
289400,6/25/2018 13:21,1,2,105,1,637,NY,,,,,,1,0,0
289401,6/25/2018 13:21,2,,1,4,619,MO,52,,,,,2,0,0
289402,6/25/2018 13:27,2,,23,3,767,OH,43,0,-0.0046,83.24,8403,1,0,0
289403,6/25/2018 13:27,2,,1,4,691,NY,50,0,0.014,60.23,11508,1,1,0
289404,6/25/2018 13:28,2,,1,4,660,NY,47,0,0.0258,103.24,19642,1,1,0
289405,6/25/2018 13:29,2,,1,4,709,FL,34,0,0.0486,160.71,12721,2,1,0
289406,6/25/2018 13:30,2,,1,4,758,NJ,,0,,,10344,2,1,0
289407,6/25/2018 13:30,2,,23,3,677,OH,54,1740,0.0916,229.05,23049,2,1,0
289408,6/25/2018 13:25,2,,23,3,584,MO,46,,,,,1,0,0
289409,6/25/2018 13:25,2,,1,4,586,LA,45,,,,,1,0,0
289411,6/25/2018 13:31,2,,23,3,621,MD,50,0,0.0414,182.43,,1,0,0
289412,6/25/2018 13:32,2,,23,3,679,CA,33,0,-0.0016,361.03,21331.06,5,1,0
289413,6/25/2018 13:33,2,,23,3,640,PA,45,2870,0.0338,192.76,14868,2,0,0
289414,6/25/2018 13:33,2,,1,4,703,NV,56,0,0.0905,84.6,16996,1,0,0
289416,6/25/2018 13:29,2,,23,3,755,TX,65,,,,28378,1,0,0
289417,6/25/2018 13:29,2,,23,3,738,VA,28,,,,,1,0,0
289418,6/25/2018 13:35,2,,23,3,696,GA,64,12560,0.036,489.65,,1,0,0
289419,6/25/2018 13:35,2,,1,4,723,MO,48,0,0.0541,75.27,13440,1,1,0
289420,6/25/2018 13:35,1,1,72,4,800,NY,,6940,,,,1,0,0
289422,6/25/2018 13:32,1,2,105,1,696,CA,,,,,,1,0,0
289423,6/25/2018 13:37,2,,23,3,714,NY,,2251420,,,,1,0,0
289424,6/25/2018 13:37,1,1,1,4,734,CA,,0,,,16375.13,1,1,1
289425,6/25/2018 13:38,2,,1,4,619,MS,56,0,-0.0314,106.96,,2,0,0
289426,6/25/2018 13:33,1,2,105,1,469,FL,,,,,,1,0,0
289428,6/25/2018 13:34,2,,102,2,583,CA,74,,,,,1,0,0
289429,6/25/2018 13:35,2,,1,4,591,CO,,222920,,,,1,0,0
289430,6/25/2018 13:40,2,,1,4,668,TN,60,0,0.1798,141.88,13682,1,1,0
289432,6/25/2018 13:36,2,,23,3,,MD,,,,,,1,0,0
289433,6/25/2018 13:41,2,,1,4,663,TN,,0,,,25182,1,0,0
289435,6/25/2018 13:36,1,2,105,1,546,TX,,,,,,1,0,0
289436,6/25/2018 13:37,2,,23,3,591,MI,26,,,,,1,0,0
289437,6/25/2018 13:38,1,2,105,1,664,RI,,,,,9323,2,0,0
289438,6/25/2018 13:45,2,,23,3,770,OH,40,0,0.0629,161.96,15030,3,1,1
289439,6/25/2018 13:45,2,,23,3,772,NC,62,5550,-0.0184,168.34,,1,0,0
289440,6/25/2018 13:46,2,,23,3,610,MI,41,0,0.0946,104.15,7910.08,2,0,0
289441,6/25/2018 13:42,2,,23,3,,AZ,,,,,16453,1,0,0
289442,6/25/2018 13:48,2,,23,3,717,CA,31,0,0.029,114.97,9138.54,5,1,1
289443,6/25/2018 13:43,1,,1,4,762,AZ,,,,,,1,0,0
289445,6/25/2018 13:45,2,,23,3,666,NC,36,,,,,1,0,0
289446,6/25/2018 13:46,2,,11,4,606,PA,,0,,,20693,1,0,0
289447,6/25/2018 13:51,2,,23,3,644,CA,26,0,0.1427,212.45,10492,2,0,1
289448,6/25/2018 13:48,1,2,105,1,,IN,,,,,,1,0,0
289449,6/25/2018 13:54,2,,23,3,732,NC,61,5390,0.0665,271.5,,1,0,0
289450,6/25/2018 13:54,2,,23,3,798,MA,47,0,-0.0183,64.15,11707,1,0,0
289451,6/25/2018 13:54,2,,23,3,791,FL,55,0,-0.015,112.09,,1,0,0
289452,6/25/2018 13:49,2,,5,2,679,NY,,,,,,1,0,0
289454,6/25/2018 13:50,2,,32,3,,CA,,,,,,1,0,0
289455,6/25/2018 13:55,2,,1,4,674,NY,46,0,0.1124,139.05,15394.85,2,0,0
289456,6/25/2018 13:51,1,3,69,3,759,NE,,,,,27210,2,1,1
289457,6/25/2018 14:01,2,,1,4,774,NC,65,0,-0.0104,92.12,36897,2,1,0
289458,6/25/2018 13:57,2,,1,4,591,CA,65,,,,,1,0,0
289459,6/25/2018 13:57,1,,1,4,822,CO,,,,,,1,0,0
289460,6/25/2018 14:04,2,,23,3,593,MD,27,2440,-0.0277,143.99,,1,0,0
289461,6/25/2018 14:00,2,,23,3,669,IL,59,,,,,1,0,0
289462,6/25/2018 14:00,2,,1,4,541,TX,46,,,,,1,0,0
289463,6/25/2018 14:00,2,,23,3,679,NY,41,,,,20943,2,0,0
289464,6/25/2018 14:09,2,,23,3,723,AR,71,0,-0.0004,64.07,,1,0,0
289465,6/25/2018 14:09,2,,1,4,582,FL,36,0,0.1149,188.2,11244,1,1,0
289466,6/25/2018 14:05,1,2,105,1,,OK,,,,,,1,0,0
289467,6/25/2018 14:10,2,,23,3,614,IN,45,0,0.0692,69.29,9818,1,1,0
289468,6/25/2018 14:11,1,2,105,1,690,IL,,0,,,5701.04,1,1,0
289469,6/25/2018 14:12,2,,23,3,690,GA,37,0,0.0464,100.14,9492,2,0,0
289470,6/25/2018 14:12,2,,23,3,656,TX,56,7430,0.0436,295.98,,1,0,0
289471,6/25/2018 14:09,1,2,105,1,501,OH,,,,,,1,0,0
289472,6/25/2018 14:10,2,,23,3,749,MD,56,,,,,1,0,0
289473,6/25/2018 14:15,2,,23,3,676,FL,,0,,,4857,1,0,0
289475,6/25/2018 14:10,2,,23,3,696,IL,70,,,,,1,0,0
289476,6/25/2018 14:11,2,,23,3,644,MO,54,,,,,1,0,0
289477,6/25/2018 14:12,2,,23,3,596,NC,54,,,,,1,0,0
289478,6/25/2018 14:12,2,,11,4,577,LA,67,,,,,1,0,0
289480,6/25/2018 14:17,2,,23,3,683,IA,44,0,-0.0113,165.09,18524.29,5,1,1
289481,6/25/2018 14:13,1,2,105,1,495,MI,,,,,,1,0,0
289482,6/25/2018 14:13,2,,1,4,686,VA,73,,,,,1,0,0
289483,6/25/2018 14:15,2,,5,2,711,GA,,,,,10182,2.5,0,0
289484,6/25/2018 14:20,2,,23,3,658,TN,39,0,0.1888,275.22,16730.34,5,1,1
289485,6/25/2018 14:16,2,,23,3,686,CA,25,,,,,1,0,0
289486,6/25/2018 14:21,2,,1,4,578,CA,,193940,,,,1,0,0
289487,6/25/2018 14:16,1,,1,4,632,CO,,,,,,1,0,0
289488,6/25/2018 14:18,2,,11,4,642,NC,69,,,,,1,0,0
289489,6/25/2018 14:19,1,2,105,1,523,MO,,,,,,1,0,0
289490,6/25/2018 14:19,2,,23,3,589,PA,39,,,,,1,0,0
289491,6/25/2018 14:25,2,,1,4,748,PA,54,0,0.0238,191.65,26049,1,0,0
289492,6/25/2018 14:26,2,,50,3,735,SC,46,0,-0.0171,174.51,25486,1,1,0
289493,6/25/2018 14:26,2,,1,4,696,MS,46,0,-0.0028,206.33,22484,1,1,0
289495,6/25/2018 14:27,2,,23,3,677,CA,20,0,0.0421,127.39,6781.73,2,0,1
289496,6/25/2018 14:23,2,,23,3,660,MA,30,,,,8096,2,0,0
289497,6/25/2018 14:28,2,,23,3,678,OH,37,1100,0.1593,117.54,7457,2,1,1
289499,6/25/2018 14:30,2,,1,4,626,AZ,53,0,-0.0899,75.69,33655,1,1,0
289500,6/25/2018 14:25,1,2,105,1,561,NC,,,,,,1,0,0
289501,6/25/2018 14:31,2,,23,3,644,MA,23,0,0.0944,234.99,6909.88,4,1,0
289502,6/25/2018 14:33,2,,50,3,583,CA,18,0,0.0123,192.15,6288,1,1,0
289503,6/25/2018 14:33,2,,1,4,780,NY,53,0,0.0134,401.23,53023,1,1,0
289504,6/25/2018 14:33,2,,1,4,605,OH,,2830,,,,1,0,0
289505,6/25/2018 14:28,2,,23,3,,NE,,,,,26410,1,0,0
289506,6/25/2018 14:34,2,,11,4,702,WI,43,0,0.0152,131.64,14640,1,1,0
289507,6/25/2018 14:34,2,,1,4,618,PA,38,1770,0.0893,220.48,,1,0,0
289508,6/25/2018 14:35,2,,1,4,671,TX,64,0,0.0367,44.51,16449,1,0,0
289509,6/25/2018 14:35,2,,102,2,712,CA,,0,,,20205,1,0,0
289511,6/25/2018 14:30,2,,5,2,,,,,,,,1,0,0
289512,6/25/2018 14:31,1,2,105,1,534,NC,,,,,,1,0,0
289513,6/25/2018 14:32,2,,23,3,564,CT,43,,,,,1,0,0
289514,6/25/2018 14:33,2,,5,2,692,FL,,,,,,1,0,0
289515,6/25/2018 14:33,2,,23,3,560,MA,37,,,,,1,0,0
289516,6/25/2018 14:34,2,,1,4,485,IA,60,,,,,1,0,0
289517,6/25/2018 14:39,2,,1,4,726,WY,60,0,0.0045,3.42,35449,1,0,0
289519,6/25/2018 14:40,2,,1,4,631,LA,44,0,0.0053,61.54,12278,1,1,0
289520,6/25/2018 14:37,2,,32,3,651,CA,51,,,,,1,0,0
289521,6/25/2018 14:42,2,,1,4,615,MO,31,0,0.0051,132.51,10208,1,1,0
289522,6/25/2018 14:37,2,,32,3,484,CT,,,,,,1,0,0
289524,6/25/2018 14:43,2,,11,4,694,MO,70,0,0.0462,151.67,35240,1,1,0
289525,6/25/2018 14:38,1,2,105,1,549,ID,,,,,,1,0,0
289526,6/25/2018 14:44,2,,23,3,684,GA,40,0,0.0058,155.99,16029,5,1,1
289527,6/25/2018 14:39,1,1,1,4,824,MI,,0,,,12947.04,1,1,0
289528,6/25/2018 14:44,2,,1,4,644,TX,51,0,-0.0645,85.17,21837,1,1,0
289529,6/25/2018 14:40,2,,23,3,610,MS,61,,,,,1,0,0
289530,6/25/2018 14:47,2,,1,4,779,NJ,,0,,,10411,1,0,0
289531,6/25/2018 14:44,2,,23,3,656,VA,65,,,,,1,0,0
289532,6/25/2018 14:49,2,,102,2,709,CA,27,0,0.0655,121.15,5294,1,0,0
289534,6/25/2018 14:44,2,,1,4,542,VA,,,,,,1,0,0
289535,6/25/2018 14:50,2,,1,4,641,CO,43,0,0.1474,176.39,11649,1,1,0
289536,6/25/2018 14:51,2,,23,3,759,TX,51,2640,0.0158,468.89,,1,0,0
289537,6/25/2018 14:46,1,2,105,1,550,CT,,,,,,1,0,0
289539,6/25/2018 14:47,2,,23,3,688,FL,69,,,,,1,0,0
289540,6/25/2018 14:47,2,,1,4,628,GA,63,1330,0.1268,46.59,,1,0,0
289541,6/25/2018 14:54,2,,1,4,720,WY,56,0,0.0135,154.98,33449,1,0,0
289542,6/25/2018 14:55,2,,23,3,710,IA,66,0,-0.0142,10.13,15064,1,0,0
289543,6/25/2018 14:51,2,,102,2,615,LA,45,,,,,1,0,0
289544,6/25/2018 14:56,2,,23,3,662,GA,77,2790,0.1281,227.69,,1,0,0
289545,6/25/2018 14:53,1,2,105,1,581,GA,,,,,,1,0,0
289546,6/25/2018 14:58,2,,11,4,732,NC,52,0,0.035,118.81,19650,1,1,0
289547,6/25/2018 14:59,2,,1,4,665,SC,51,0,0.0377,105.82,16113,1,1,0
289548,6/25/2018 15:00,2,,1,4,650,OH,69,0,0.0192,37.58,30134,2,1,0
289549,6/25/2018 15:03,1,2,105,1,787,NC,,0,,,,1,0,0
289550,6/25/2018 15:04,2,,23,3,700,WI,58,10470,-0.012,344.9,,1,0,0
289551,6/25/2018 14:59,2,,5,2,630,GA,,,,,,1,0,0
289552,6/25/2018 15:05,2,,1,4,737,MT,,620,,,31055,1,0,0
289553,6/25/2018 15:05,2,,23,3,649,CA,19,0,-0.0217,346.62,9321,1,0,0
289554,6/25/2018 15:01,2,,23,3,,SC,,,,,5249,2,0,0
289555,6/25/2018 15:08,2,,23,3,753,AR,53,0,-0.0233,259.73,49414,2.5,1,1
289556,6/25/2018 15:04,1,,1,4,654,CO,,,,,,1,0,0
289557,6/25/2018 15:04,2,,5,2,690,IL,,,,,,2,0,0
289558,6/25/2018 15:10,2,,5,2,820,TN,,0,,,6117,2.5,0,0
289559,6/25/2018 15:11,2,,23,3,640,NC,59,460,0.0906,111.53,,1,0,0
289560,6/25/2018 15:07,1,2,105,1,544,NC,,,,,,1,0,0
289561,6/25/2018 15:07,2,,1,4,656,UT,55,,,,,1,0,0
289562,6/25/2018 15:13,2,,23,3,650,TX,34,1520,0.0105,217.23,13371,1,0,0
289563,6/25/2018 15:14,2,,1,4,666,TX,69,0,0.0445,100.71,43337,1,1,0
289564,6/25/2018 15:09,2,,23,3,671,CA,54,,,,,1,0,0
289565,6/25/2018 15:10,2,,23,3,,CA,,,,,,1,0,0
289566,6/25/2018 15:16,2,,23,3,694,CT,29,0,0.0198,77.13,4991,1,0,0
289567,6/25/2018 15:16,2,,1,4,784,NE,22,0,0.0599,237.77,9214,1,1,0
289568,6/25/2018 15:17,2,,1,4,671,VA,41,0,0.0932,229.53,17242,1,1,0
289569,6/25/2018 15:17,2,,11,4,630,TX,,0,,,16004,1,0,0
289570,6/25/2018 15:12,1,2,105,1,517,SC,,,,,,1,0,0
289571,6/25/2018 15:12,2,,1,4,617,FL,44,,,,,1,0,0
289572,6/25/2018 15:17,2,,23,3,707,MD,45,0,0.0132,83.13,10462,1,0,0
289573,6/25/2018 15:14,2,,1,4,611,NM,29,,,,,1,0,0
289574,6/25/2018 15:19,2,,23,3,754,PA,45,220,0.1279,123.71,,1,0,0
289575,6/25/2018 15:19,2,,23,3,748,OH,29,0,0.0226,112.83,7045,1,0,0
289576,6/25/2018 15:15,2,,32,3,9002,IL,,,,,,1,0,0
289577,6/25/2018 15:16,1,2,105,1,562,FL,,,,,,1,0,0
289578,6/25/2018 15:22,2,,23,3,702,TX,39,0,0.0818,143.23,11388.45,3,1,0
289579,6/25/2018 15:22,2,,23,3,690,TX,31,20,0.0699,252.43,14192,2,1,0
289580,6/25/2018 15:22,2,,23,3,598,IL,72,0,-0.0095,-22.95,,1,0,0
289582,6/25/2018 15:22,2,,23,3,605,IL,,0,,,4775,1,0,0
289583,6/25/2018 15:18,2,,23,3,,IL,,,,,17399,1,0,0
289584,6/25/2018 15:23,2,,23,3,666,AZ,34,1970,0.2162,221.58,,1,0,0
289585,6/25/2018 15:23,2,,1,4,771,TN,58,0,0.002,115.28,23519,1,1,0
289587,6/25/2018 15:24,2,,102,2,590,CO,,0,,,13949,1,0,0
289588,6/25/2018 15:25,2,,1,4,782,KS,,0,,,20949,1,0,0
289589,6/25/2018 15:25,2,,1,4,729,KY,59,0,-0.0032,132.08,29468,1,1,0
289590,6/25/2018 15:26,2,,102,2,782,TX,,0,,,41413,1,0,0
289591,6/25/2018 15:28,2,,23,3,653,FL,,1050,,,26739,5,1,0
289592,6/25/2018 15:23,2,,1,4,603,CA,55,,,,,1,0,0
289594,6/25/2018 15:30,2,,1,4,600,CA,71,8690,0.031,204.13,21620,2.5,0,0
289595,6/25/2018 15:37,2,,1,4,622,NJ,53,1480,0.0911,143.05,,1,0,0
289596,6/25/2018 15:38,2,,23,3,779,IN,62,0,-0.0096,64.86,19297,1,0,0
289597,6/25/2018 15:33,2,,1,4,610,MT,55,,,,,1,0,0
289598,6/25/2018 15:38,2,,23,3,651,WA,45,2150,0.1387,220.23,13150,1,1,0
289599,6/25/2018 15:35,2,,23,3,645,CO,52,0,0.1047,42.05,7616,1,1,0
289600,6/25/2018 15:41,2,,23,3,705,MO,66,0,0.0307,183.09,41989,2.5,1,0
289601,6/25/2018 15:37,2,,5,2,657,TX,,,,,,1,0,0
289602,6/24/2018 17:38,1,2,105,1,756,IL,,0,,,30195.25,2,1,0
289603,6/25/2018 15:39,1,2,105,1,612,SC,,,,,,1,0,0
289605,6/25/2018 15:45,2,,23,3,652,KY,54,1000,0.1363,181.41,15616,2,1,0
289606,6/25/2018 15:41,2,,1,4,680,KS,35,4160,0.0006,277.63,,1,0,0
289607,6/25/2018 15:46,2,,1,4,619,SC,59,0,0.1696,175.34,16539,1,1,0
289608,6/25/2018 15:42,2,,23,3,9003,CO,64,,,,,1,0,0
289609,6/25/2018 15:48,2,,1,4,634,IL,61,0,-0.0185,8.72,,1,0,0
289610,6/25/2018 15:49,2,,1,4,559,CA,,690,,,,1,0,0
289611,6/25/2018 15:50,2,,23,3,691,OH,57,0,0.0089,92.51,16880,2,0,0
289612,6/25/2018 15:51,2,,23,3,712,IL,53,160,0.014,11.76,,1,0,0
289613,6/25/2018 15:46,2,,23,3,,NJ,,,,,,1,0,0
289614,6/25/2018 15:47,2,,1,4,610,NC,57,,,,,1,0,0
289616,6/25/2018 15:52,2,,1,4,675,FL,58,0,0.0397,61.27,14013.5,3,1,0
289617,6/25/2018 15:47,1,2,105,1,615,GA,,,,,,1,0,0
289619,6/25/2018 15:53,2,,1,4,653,CA,58,0,-0.0069,90.35,21495,1,1,0
289620,6/25/2018 15:49,1,2,105,1,567,OK,,,,,,1,0,0
289621,6/25/2018 15:54,2,,23,3,704,HI,32,0,0.028,437.57,22015,2,1,0
289622,6/25/2018 15:55,2,,23,3,679,CO,30,0,0.1266,132.38,6844,2,1,0
289623,6/25/2018 15:55,2,,1,4,630,GA,36,0,-0.0398,114.72,13791,1,1,0
289624,6/25/2018 15:55,2,,1,4,745,NC,38,0,0.0781,151.8,13056,2,1,0
289625,6/25/2018 15:57,1,2,102,2,626,NJ,,0,,,,1,0,0
289626,6/25/2018 15:57,2,,23,3,688,CA,58,0,-0.0074,94.76,20085,1,0,0
289627,6/25/2018 15:53,2,,11,4,607,CA,67,0,0.0626,101.88,23859,1,1,0
289628,6/25/2018 15:59,2,,23,3,681,MN,40,500,0.0171,195.44,,1,0,0
289629,6/25/2018 16:01,2,,1,4,788,TX,34,0,0.0055,271.79,18248,1,1,0
289630,6/25/2018 16:02,2,,11,4,614,WV,65,0,0.0122,75.43,22377,1,1,0
289631,6/25/2018 15:57,1,3,66,2,9002,AZ,,,,,,1,0,0
289633,6/25/2018 15:59,2,,23,3,623,FL,59,,,,,1,0,0
289634,6/25/2018 16:04,2,,1,4,721,AR,73,0,0.0216,71.94,28015,1,1,0
289636,6/25/2018 16:00,2,,1,4,582,CA,48,1940,-0.0859,150.95,,1,0,0
289637,6/25/2018 16:05,2,,23,3,610,CT,65,2820,0.0442,90.38,12449,2,0,0
289638,6/25/2018 16:05,2,,1,4,750,AL,64,0,0.0119,47.62,24545,1,1,0
289639,6/25/2018 16:02,2,,23,3,,CO,,,,,,1,0,0
289640,6/25/2018 16:07,2,,23,3,674,TX,54,680,0.0145,45.6,,1,0,0
289641,6/25/2018 16:05,1,,1,4,,CO,,,,,,1,0,0
289642,6/25/2018 16:10,2,,1,4,712,VA,20,0,0.1012,316.07,9264,1,1,0
289643,6/25/2018 16:11,2,,1,4,784,CT,,0,,,36545,1,1,0
289644,6/25/2018 16:11,2,,1,4,659,AL,60,0,0.062,279.22,36755,1,1,0
289646,6/25/2018 16:06,2,,23,3,,NC,,,,,,1,0,0
289647,6/25/2018 16:11,2,,23,3,659,TN,52,0,0.1044,191.98,,1,0,0
289648,6/25/2018 16:07,2,,1,4,560,FL,49,,,,,1,0,0
289649,6/25/2018 16:12,2,,23,3,761,IN,59,0,-0.0156,105.59,25146,1,0,0
289656,6/25/2018 16:08,1,2,105,1,9003,TX,,,,,,1,0,0
289657,6/25/2018 16:14,2,,23,3,722,IL,73,0,-0.0115,48.23,41421,2,1,0
289658,6/25/2018 16:10,2,,23,3,548,FL,71,,,,,1,0,0
289659,6/25/2018 16:12,1,2,105,1,,SC,,,,,,1,0,0
289660,6/25/2018 16:12,1,2,5,2,429,IL,,,,,,1,0,0
289661,6/25/2018 16:13,2,,23,3,658,AZ,11,,,,,1,0,0
289662,6/25/2018 16:13,1,,1,4,796,AZ,,0,,,,1,0,0
289663,6/25/2018 16:14,1,2,105,1,607,GA,,,,,,1,0,0
289664,6/25/2018 16:23,2,,50,3,784,CT,,0,,,38199,2.5,0,1
289665,6/25/2018 16:24,2,,11,4,644,IL,72,0,0.0909,137.18,32016,1,1,0
289666,6/25/2018 16:22,1,1,1,4,782,CA,,0,,,,1,0,0
289667,6/25/2018 16:23,1,3,102,2,9003,OH,,,,,,1,0,0
289668,6/25/2018 16:23,2,,11,4,614,VA,75,,,,,1,0,0
289669,6/25/2018 16:23,1,2,105,1,489,SC,,,,,,1,0,0
289670,6/25/2018 16:25,2,,23,3,606,CA,28,,,,,1,0,0
289671,6/25/2018 16:26,2,,1,4,584,NE,51,,,,,1,0,0
289672,6/25/2018 16:26,1,2,105,1,498,WI,,,,,,1,0,0
289673,6/25/2018 16:27,2,,5,2,658,SC,,,,,9725,2,0,0
289674,6/25/2018 16:27,2,,11,4,628,CA,,,,,,1,0,0
289675,6/25/2018 16:29,2,,23,3,801,NC,39,,,,8871,2,0,0
289676,6/25/2018 16:31,2,,5,2,539,LA,,,,,,1,0,0
289677,6/25/2018 16:32,2,,1,4,641,KY,47,,,,,1,0,0
289678,6/25/2018 16:38,2,,23,3,670,NC,69,0,0.0223,85.38,25550.38,5,1,0
289679,6/25/2018 16:40,1,2,105,1,581,PA,,0,,,46189,1,1,0
289680,6/25/2018 16:35,1,2,105,1,529,OR,,,,,,1,0,0
289681,6/25/2018 16:41,2,,1,4,727,IL,51,0,0.0206,166.11,26958,1,1,0
289682,6/25/2018 16:41,2,,1,4,674,MI,45,180,0.0517,65.09,,1,0,0
289683,6/25/2018 16:37,1,2,105,1,521,OH,,,,,,1,0,0
289684,6/25/2018 16:43,2,,23,3,702,WI,60,2030,0.0343,164.25,,1,0,0
289685,6/25/2018 16:44,2,,23,3,620,OK,43,0,-0.0077,187.52,24491,2,1,1
289686,6/25/2018 16:41,2,,23,3,649,GA,53,,,,19904,5,1,0
289687,6/25/2018 16:42,2,,23,3,633,IL,72,,,,,1,0,0
289688,6/25/2018 16:48,2,,23,3,659,FL,70,50,-0.017,45.62,,2,0,0
289689,6/25/2018 16:48,2,,23,3,699,MD,58,1610,-0.0121,117.33,,1,0,0
289691,6/25/2018 16:49,2,,1,4,657,IN,24,0,0.0888,306.17,10023,2,0,0
289692,6/25/2018 16:50,2,,23,3,649,TX,47,830,0.0696,106.35,11500.33,5,1,1
289693,6/25/2018 16:51,2,,23,3,666,NC,72,0,-0.0026,65.44,,1,0,0
289694,6/25/2018 16:46,2,,23,3,644,CA,,,,,,1,0,0
289695,6/25/2018 16:51,2,,23,3,826,AL,32,0,-0.0185,207.24,,1,0,0
289697,6/25/2018 16:46,1,,1,4,802,CO,,,,,,1,0,0
289698,6/25/2018 16:52,2,,1,4,640,PA,,0,,,14249,2,0,0
289699,6/25/2018 16:52,2,,1,4,671,NJ,,72180,,,,1,0,0
289700,6/25/2018 16:47,2,,32,3,664,MA,,,,,,1,0,0
289702,6/25/2018 16:53,2,,11,4,738,NY,,0,,,26449,2.5,0,0
289703,6/25/2018 16:54,1,2,105,1,702,MA,,0,,,26011.5,1,0,0
289704,6/25/2018 16:55,2,,23,3,725,MA,31,0,0.0316,189.23,10371,1,0,0
289705,6/25/2018 16:56,2,,1,4,747,PA,72,0,0.0272,14.52,16769,2,1,0
289706,6/25/2018 16:57,2,,1,4,694,NV,60,0,-0.0126,174.88,43223,1,0,0
289707,6/25/2018 16:58,2,,23,3,747,NJ,17,0,0.0459,188.72,6326.62,2.5,1,1
289708,6/25/2018 16:59,2,,1,4,734,AZ,40,0,0.037,109.01,9998,1,1,0
289709,6/25/2018 16:55,1,2,105,1,505,PA,,,,,,1,0,0
289710,6/25/2018 16:55,2,,23,3,713,CA,40,,,,,1,0,0
289711,6/25/2018 17:02,2,,23,3,772,SC,54,0,0.0003,121.92,19864,3,1,0
289712,6/25/2018 16:57,1,,1,4,,CO,,,,,,1,0,0
289714,6/25/2018 17:02,2,,11,4,716,FL,,0,,,16331,2,0,0
289715,6/25/2018 17:02,2,,23,3,800,TX,36,0,-0.0108,305.83,20871,1,1,0
289716,6/25/2018 17:03,2,,23,3,620,TX,66,0,-0.0394,-16.05,19176,1,0,0
289717,6/25/2018 17:03,2,,23,3,686,IL,51,0,0.0383,162.38,,1,0,0
289719,6/25/2018 17:05,2,,1,4,649,PA,79,0,0.0219,37.6,25518,2,0,0
289720,6/25/2018 17:00,2,,1,4,,AZ,,,,,43981,1,0,0
289721,6/25/2018 17:04,1,2,105,1,,LA,,,,,,1,0,0
289722,6/25/2018 17:10,2,,1,4,672,PA,56,2110,0.0359,119.58,,1,0,0
289723,6/25/2018 17:11,2,,1,4,697,LA,58,0,-0.0188,110.54,27967,1,1,0
289724,6/25/2018 17:06,2,,1,4,670,GA,54,0,0.0344,135.48,23648,1,1,0
289725,6/25/2018 17:12,2,,1,4,662,GA,61,0,0.0116,31.95,,1,0,0
289726,6/25/2018 17:13,2,,23,3,696,CA,18,0,0.0194,263.57,6983,1,0,0
289727,6/25/2018 17:09,1,2,105,1,706,NC,,,,,,1,0,0
289728,6/25/2018 17:11,2,,23,3,,MO,,,,,26684.11,5,1,0
