ID, DateOfData, Variable01, Variable02, Variable03, Variable04, Variable05, Variable06, Variable07, Variable08, Variable09, Variable10, Variable11, Result01, Result02, Result03
256936,6/1/2018 0:10,2,,23,3,606,NM,72,0,-0.0087,-3.53,21547,1,0,0
256937,6/1/2018 0:13,2,,23,3,660,AZ,64,,,,18050.4,2.5,1,1
256938,6/1/2018 0:33,2,,23,3,699,NJ,25,0,0.0241,276.68,,2.5,0,0
256939,6/1/2018 0:45,2,,23,3,653,FL,27,0,0.1204,268.81,,1,0,0
256940,6/1/2018 0:49,2,,23,3,566,MA,74,,,,,1,0,0
256941,6/1/2018 1:21,2,,23,3,691,CA,40,0,0.0822,57.38,,1,0,0
256942,6/1/2018 1:26,2,,23,3,,CA,,,,,,1,0,0
256943,6/1/2018 1:26,2,,23,3,600,IL,66,,,,,1,0,0
256944,6/1/2018 1:35,2,,23,3,716,FL,,480,,,,1,0,0
256945,6/1/2018 1:44,2,,23,3,647,AR,72,,,,,1,0,0
256946,6/1/2018 2:01,2,,23,3,601,CA,16,0,0.1245,164.09,3811,1,0,0
256947,6/1/2018 2:01,1,3,23,3,567,FL,,,,,,1,0,0
256948,6/1/2018 2:38,2,,23,3,697,PA,53,670,-0.0082,134.69,,2.5,0,0
256949,6/1/2018 2:41,2,,23,3,721,WV,58,0,0.121,113.21,14050,1,1,0
256950,6/1/2018 3:06,2,,23,3,617,AZ,51,2900,-0.0081,163.28,18211,2.5,1,0
256951,6/1/2018 3:45,2,,23,3,708,TX,,0,,,957,1,0,0
256952,6/1/2018 3:49,2,,23,3,683,CA,62,,,,,1,0,0
256953,6/1/2018 4:17,2,,23,3,698,PA,57,0,0.0439,179.59,,1,0,0
256954,6/1/2018 4:23,2,,23,3,643,WV,68,160,0.1863,167.2,18508.89,3,1,1
256955,6/1/2018 4:25,2,,23,3,691,NY,49,0,-0.0219,58.17,,1,0,0
256956,6/1/2018 4:33,2,,23,3,,LA,,,,,7670,2.5,1,0
256957,6/1/2018 4:36,2,,23,3,613,GA,41,3160,0.0475,160.7,8529,1,0,0
256958,6/1/2018 4:47,2,,23,3,,TX,,,,,26413,2,0,0
256959,6/1/2018 4:50,2,,23,3,,IL,,,,,,1,0,0
256960,6/1/2018 4:55,2,,23,3,705,ME,66,0,0.0143,88.54,25209,1,1,0
256961,6/1/2018 5:02,2,,23,3,577,NY,35,,,,,1,0,0
256962,6/1/2018 5:18,2,,23,3,,FL,,,,,,1,0,0
256963,6/1/2018 5:23,2,,23,3,663,CA,,,,,,2,0,0
256964,6/1/2018 5:23,2,,23,3,722,FL,68,0,0.0587,24.64,15252,2,1,0
256965,6/1/2018 5:46,2,,23,3,,VA,,,,,,1,0,0
256966,6/1/2018 5:51,2,,23,3,741,SC,,0,,,29799,1,0,0
256967,6/1/2018 5:54,2,,23,3,673,NV,48,,,,,1,0,0
257026,6/1/2018 0:00,2,,1,4,642,TX,46,0,-0.0276,155.95,19244,1,1,0
257027,6/1/2018 0:02,2,,1,4,586,CA,29,2980,0.0239,240.06,,1,0,0
257028,6/1/2018 0:02,2,,1,4,811,TX,,0,,,28449,1,0,0
257029,6/1/2018 0:15,2,,1,4,620,GA,79,0,0.0647,69,18670,2,0,0
257030,6/1/2018 0:30,2,,1,4,648,CA,,27240,,,,1,0,0
257031,6/1/2018 0:32,2,,1,4,640,CA,59,,,,,1,0,0
257032,6/1/2018 0:40,2,,1,4,612,TX,38,,,,,1,0,0
257033,6/1/2018 0:45,2,,1,4,678,TX,,188010,,,,1,0,0
257034,6/1/2018 1:02,2,,1,4,712,OR,74,0,0.0025,76.14,44663,1,0,0
257035,6/1/2018 1:32,2,,1,4,,NV,,,,,,1,0,0
257036,6/1/2018 1:33,2,,1,4,579,NY,32,,,,,1,0,0
257037,6/1/2018 2:18,2,,1,4,633,AR,43,5510,0.0399,129.24,,1,0,0
257038,6/1/2018 2:37,2,,1,4,570,NY,60,,,,,1,0,0
257039,6/1/2018 2:47,1,1,1,4,,NY,,,,,,1,0,0
257040,6/1/2018 3:28,2,,1,4,608,HI,47,,,,,1,0,0
257041,6/1/2018 3:53,2,,1,4,634,MD,,125200,,,,1,0,0
257042,6/1/2018 4:03,1,1,1,4,680,FL,,0,,,,1,0,0
257043,6/1/2018 4:13,1,1,1,4,799,HI,,0,,,35646.85,3,0,1
257044,6/1/2018 4:23,2,,1,4,733,MN,64,0,0.027,59.25,22630,1,1,0
257045,6/1/2018 4:47,2,,1,4,709,AZ,49,0,0.0596,141.21,,1,0,0
257046,6/1/2018 4:51,2,,1,4,531,NC,54,,,,,1,0,0
257047,6/1/2018 4:56,2,,1,4,691,MO,62,0,0.0179,50,19444,1,1,0
257048,6/1/2018 5:05,1,1,1,4,768,OH,,0,,,,1,0,0
257049,6/1/2018 5:34,2,,1,4,801,AL,60,0,0.014,111.5,22343,1,1,0
257050,6/1/2018 5:39,2,,1,4,729,NJ,45,0,-0.0176,93.02,15128,1,0,1
257051,6/1/2018 5:42,2,,1,4,772,SC,60,0,0.0143,34.97,13244,1,1,0
257052,6/1/2018 5:49,2,,1,4,723,TX,64,0,-0.0196,154.78,54071,2,1,0
257053,6/1/2018 5:53,2,,1,4,589,TX,61,0,-0.0059,-19.94,,2,0,0
257054,6/1/2018 5:53,2,,1,4,697,GA,56,0,0.1541,60.87,8671,2,0,0
257068,6/1/2018 0:02,2,,11,4,599,AL,56,,,,,1,0,0
257069,6/1/2018 0:02,2,,11,4,617,FL,51,5850,-0.0471,169.35,,1,0,0
257070,6/1/2018 1:38,2,,11,4,613,NC,70,0,-0.0819,-48.97,,2,0,0
257074,6/1/2018 0:05,1,1,32,3,692,CA,,0,,,,1,0,0
257083,6/1/2018 3:15,1,3,102,2,715,CA,,0,,,16479,2,0,0
257121,6/1/2018 0:12,1,2,105,1,,AL,,,,,,1,0,0
257122,6/1/2018 0:49,1,2,105,1,709,NM,,0,,,22783,2,1,1
257123,6/1/2018 1:03,1,2,105,1,535,CA,,,,,,1,0,0
257124,6/1/2018 1:40,1,2,105,1,630,CA,,,,,,1,0,0
257125,6/1/2018 1:42,1,2,105,1,9003,TX,,,,,,1,0,0
257126,6/1/2018 1:52,1,2,105,1,653,IN,,0,,,15639,1,1,1
257127,6/1/2018 1:59,1,2,105,1,647,NJ,,,,,,1,0,0
257128,6/1/2018 1:59,1,2,105,1,647,NJ,,,,,,2,0,0
257130,6/1/2018 2:00,1,2,105,1,674,TX,,,,,,1,0,0
257131,6/1/2018 2:44,1,2,105,1,9003,FL,,,,,,1,0,0
257132,6/1/2018 2:48,1,2,105,1,,CA,,,,,,1,0,0
257133,6/1/2018 2:59,1,2,105,1,9003,CA,,,,,,1,0,0
257134,6/1/2018 3:21,1,2,105,1,480,MI,,,,,,1,0,0
257135,6/1/2018 3:22,1,2,105,1,480,MI,,,,,,1,0,0
257137,6/1/2018 3:23,1,2,105,1,480,MI,,,,,,1,0,0
257138,6/1/2018 3:38,1,2,105,1,677,TX,,0,,,9574,1,0,0
257139,6/1/2018 3:47,1,2,105,1,572,IL,,,,,,1,0,0
257140,6/1/2018 4:05,1,2,105,1,479,SC,,,,,,1,0,0
257141,6/1/2018 4:05,1,2,105,1,479,SC,,,,,,1,0,0
257142,6/1/2018 4:06,1,2,105,1,479,SC,,,,,,1,0,0
257143,6/1/2018 4:22,1,2,105,1,513,TX,,,,,,1,0,0
257144,6/1/2018 4:23,1,2,105,1,513,TX,,,,,,1,0,0
257146,6/1/2018 4:23,1,2,105,1,513,TX,,,,,,1,0,0
257147,6/1/2018 4:58,1,2,105,1,719,PA,,,,,,1,0,0
257148,6/1/2018 5:08,1,2,105,1,,PA,,,,,,1,0,0
257149,6/1/2018 5:37,1,2,105,1,496,NC,,,,,,1,0,0
257150,6/1/2018 5:38,1,2,105,1,496,NC,,,,,,1,0,0
257151,6/1/2018 5:39,1,2,105,1,496,NC,,,,,,1,0,0
257152,6/1/2018 5:40,1,2,105,1,496,NC,,,,,,1,0,0
257153,6/1/2018 5:41,1,2,105,1,496,NC,,,,,,1,0,0
257154,6/1/2018 5:42,1,2,105,1,496,NC,,,,,,1,0,0
257394,6/1/2018 5:56,1,2,105,1,709,VT,,,,,,1,0,0
257395,6/1/2018 6:05,2,,23,3,685,IL,71,0,0.0625,241.14,50066.41,5,1,1
257396,6/1/2018 6:07,2,,1,4,620,IN,75,0,-0.053,-103.56,30498,1,0,0
257397,6/1/2018 6:08,2,,1,4,643,VA,35,0,0.1205,228.4,12891,1,1,0
257398,6/1/2018 6:03,1,2,105,1,512,MI,,,,,,1,0,0
257399,6/1/2018 6:04,1,2,105,1,512,MI,,,,,,1,0,0
257400,6/1/2018 6:10,2,,23,3,674,LA,45,4540,0.0724,254.66,,1,0,0
257401,6/1/2018 6:05,1,2,105,1,512,MI,,,,,,1,0,0
257402,6/1/2018 6:06,2,,23,3,725,OK,42,,,,,1,0,0
257403,6/1/2018 6:20,2,,1,4,782,NC,64,0,0.0076,105.5,27856,2,1,0
257404,6/1/2018 6:21,2,,23,3,590,OK,42,2380,0.1359,163.32,,1,0,0
257405,6/1/2018 6:21,2,,23,3,590,OK,42,2380,0.1359,163.32,,1,0,0
257406,6/1/2018 6:23,2,,1,4,632,CA,54,0,0.021,222.8,31255,2,1,0
257407,6/1/2018 6:23,2,,23,3,590,OK,42,2380,0.1359,163.32,,1,0,0
257408,6/1/2018 6:18,2,,23,3,676,MA,,,,,,1,0,0
257409,6/1/2018 6:24,2,,1,4,730,TX,85,0,0.0259,36.74,,1,0,0
257410,6/1/2018 6:25,2,,23,3,742,WI,70,0,0.0101,44.9,,1,0,0
257411,6/1/2018 6:22,1,2,105,1,519,AL,,,,,,1,0,0
257412,6/1/2018 6:23,1,2,105,1,519,AL,,,,,,1,0,0
257413,6/1/2018 6:24,1,2,105,1,519,AL,,,,,,1,0,0
257415,6/1/2018 6:25,1,2,105,1,,NJ,,,,,,1,0,0
257417,6/1/2018 6:25,1,2,105,1,519,AL,,,,,,1,0,0
257418,6/1/2018 6:25,2,,23,3,,MN,,,,,,1,0,0
257419,6/1/2018 6:32,2,,1,4,661,TX,70,0,0.0194,59.28,,1,0,0
257420,6/1/2018 6:32,2,,23,3,661,IN,36,,,,,1,0,0
257421,6/1/2018 6:40,2,,23,3,646,WA,71,0,-0.0248,34.59,45253,1,0,0
257422,6/1/2018 6:35,1,2,105,1,,GA,,,,,,1,0,0
257423,6/1/2018 6:36,1,2,105,1,,VA,,,,,,1,0,0
257424,6/1/2018 6:43,2,,1,4,665,TX,67,0,0.0883,141.35,29247,1,1,0
257425,6/1/2018 6:42,2,,1,4,637,NY,57,,,,,1,0,0
257426,6/1/2018 6:50,2,,1,4,769,TX,78,0,0.0056,60.53,54352,1,1,0
257427,6/1/2018 6:46,2,,102,2,536,MD,67,,,,,1,0,0
257428,6/1/2018 6:53,2,,23,3,,NY,,,,,,1,0,0
257429,6/1/2018 7:01,2,,1,4,640,IN,61,0,0.0357,114.8,19841,1,1,0
257430,6/1/2018 7:03,2,,1,4,671,TX,37,0,0.0842,271.77,17589,1,1,0
257431,6/1/2018 7:04,1,2,105,1,637,IL,,7090,,,,1,0,0
257432,6/1/2018 7:05,1,3,23,3,733,FL,,0,,,,1,0,0
257433,6/1/2018 7:09,2,,23,3,701,WV,60,0,-0.0306,66.68,22113,1,1,0
257434,6/1/2018 7:05,1,1,1,4,781,MI,,0,,,,1,0,0
257435,6/1/2018 7:05,2,,23,3,694,IN,52,,,,,2,0,0
257436,6/1/2018 7:08,2,,1,4,559,PA,41,,,,,1,0,0
257437,6/1/2018 7:09,2,,23,3,,CT,,,,,,1,0,0
257438,6/1/2018 7:10,2,,23,3,715,IA,72,,,,,1,0,0
257439,6/1/2018 7:10,2,,1,4,566,MI,56,,,,,1,0,0
257441,6/1/2018 7:15,2,,23,3,726,KS,71,0,0.0056,65.45,29693,1,0,0
257442,6/1/2018 7:11,2,,1,4,664,TX,57,0,0.0402,265.19,36777,1,1,0
257443,6/1/2018 7:12,2,,1,4,582,OH,32,,,,,1,0,0
257444,6/1/2018 7:13,2,,1,4,,VA,,,,,,1,0,0
257445,6/1/2018 7:19,2,,23,3,740,KY,66,0,0.0251,36.17,14996,1,0,0
257446,6/1/2018 7:20,2,,23,3,655,GA,33,0,-0.0025,209.56,,1,0,0
257447,6/1/2018 7:17,1,1,1,4,727,VT,,8570,,,,1,0,0
257448,6/1/2018 7:22,2,,11,4,635,NY,60,0,0.068,59.47,12382,1,1,0
257449,6/1/2018 7:22,2,,11,4,693,SC,,0,,,30986,1,0,0
257450,6/1/2018 7:22,2,,11,4,577,TX,69,0,0.0523,170.35,34458,1,1,0
257451,6/1/2018 7:19,2,,1,4,662,NV,78,,,,,1,0,0
257452,6/1/2018 7:25,2,,1,4,749,TX,37,0,0.0236,262.76,19015,1,1,0
257453,6/1/2018 7:25,2,,23,3,686,KY,30,0,-0.0152,114.05,7059,1,0,0
257454,6/1/2018 7:25,2,,23,3,723,NV,34,2910,0.0638,231.61,,1,0,0
257455,6/1/2018 7:26,2,,23,3,769,TX,58,0,-0.0055,188.04,39023,2,0,0
257456,6/1/2018 7:26,2,,23,3,660,FL,26,0,0.146,156.47,5612,1,0,0
257458,6/1/2018 7:22,1,2,105,1,586,NV,,,,,,1,0,0
257460,6/1/2018 7:27,2,,23,3,777,NY,53,0,0.0086,80.03,15128,1,0,0
257461,6/1/2018 7:24,2,,23,3,715,TX,58,0,-0.0132,148.74,32244,5,1,0
257462,6/1/2018 7:28,2,,1,4,632,TN,50,0,-0.0276,27.87,17054,1,1,0
257463,6/1/2018 7:29,2,,1,4,622,MD,53,0,-0.006,65.68,,1,0,0
257464,6/1/2018 7:25,2,,1,4,693,CT,65,0,0.0058,104.21,31601,1,1,0
257465,6/1/2018 7:25,2,,23,3,766,TX,54,,,,12238,1,0,0
257466,6/1/2018 7:30,2,,23,3,676,VA,44,0,-0.0038,83.62,10543,1,0,0
257467,6/1/2018 7:26,2,,23,3,630,VA,71,,,,,1,0,0
257468,6/1/2018 7:31,2,,1,4,779,MD,32,0,0.0037,232.71,13860,1,1,0
257469,6/1/2018 7:32,2,,11,4,576,CO,57,0,0.0493,65.88,,2,0,0
257470,6/1/2018 7:32,2,,11,4,607,MO,75,0,0.2124,104.92,11329,1,1,0
257471,6/1/2018 7:32,2,,11,4,623,CA,71,0,0.1206,196.11,,1,0,0
257472,6/1/2018 7:33,2,,23,3,668,AZ,71,0,0.0747,139.57,25490,1,1,0
257473,6/1/2018 7:34,2,,1,4,647,FL,23,0,0.1051,496.26,12336.01,2,0,0
257474,6/1/2018 7:35,2,,1,4,689,KS,52,0,-0.0157,107.66,24946,1,0,0
257475,6/1/2018 7:30,2,,23,3,,MA,,,,,,1,0,0
257476,6/1/2018 7:36,2,,23,3,754,NV,59,0,-0.0171,63.6,,1,0,0
257477,6/1/2018 7:37,2,,23,3,747,TX,51,0,0.0134,64.25,11621,1,0,0
257478,6/1/2018 7:34,1,2,105,1,,GA,,,,,,1,0,0
257479,6/1/2018 7:39,2,,1,4,657,WI,47,0,0.1214,150.87,13144,1,1,0
257480,6/1/2018 7:34,2,,23,3,623,CA,60,,,,,1,0,0
257481,6/1/2018 7:41,2,,32,3,689,NJ,,0,,,,1,0,0
257482,6/1/2018 7:41,2,,1,4,683,PA,36,0,0.0133,133.16,10249,1,1,0
257483,6/1/2018 7:42,2,,102,2,775,CA,68,1110,-0.007,90.13,,1,0,0
257484,6/1/2018 7:42,2,,1,4,620,WI,66,0,0.0192,146.07,36744,1,1,0
257485,6/1/2018 7:42,2,,11,4,663,CA,59,6270,0.0114,177,,1,0,0
257486,6/1/2018 7:42,2,,11,4,646,DE,63,0,0.1585,178.56,17559,2,0,0
257487,6/1/2018 7:42,2,,1,4,721,MN,60,0,0.0338,10.62,,1,0,0
257488,6/1/2018 7:43,2,,1,4,682,GA,70,0,0.0196,108.7,31542,2.5,1,0
257489,6/1/2018 7:41,2,,23,3,601,MD,62,,,,,1,0,0
257490,6/1/2018 7:41,1,3,66,2,595,FL,,,,,,1,0,0
257491,6/1/2018 7:47,2,,1,4,660,NC,68,0,0.0657,130.94,23244,1,1,0
257492,6/1/2018 7:43,2,,1,4,583,NC,60,,,,,1,0,0
257493,6/1/2018 7:48,2,,11,4,777,GA,65,0,0.0061,81.44,20884.82,2,0,0
257494,6/1/2018 7:45,2,,1,4,553,WY,50,,,,,1,0,0
257495,6/1/2018 7:46,2,,5,2,,LA,,,,,,1,0,0
257496,6/1/2018 7:52,2,,11,4,591,IL,60,0,0.1239,123.3,,1,0,0
257497,6/1/2018 7:52,2,,11,4,645,GA,67,0,0.0185,82.28,24443,1,1,0
257499,6/1/2018 7:54,2,,23,3,709,FL,,0,,,18449,1,0,0
257500,6/1/2018 7:55,2,,23,3,680,NJ,42,0,0.0065,62.71,7401,1,0,0
257501,6/1/2018 7:56,2,,1,4,614,PA,39,0,-0.0152,152.25,14856,1,1,0
257502,6/1/2018 7:51,2,,23,3,,ND,,,,,30682,2,1,1
257503,6/1/2018 7:58,2,,23,3,748,GA,62,0,0.0191,143.65,,1,0,0
257504,6/1/2018 8:00,2,,1,4,653,MO,68,0,0.0319,77.04,20625,1,1,0
257505,6/1/2018 8:01,2,,23,3,670,MD,47,790,0.0073,13.28,,1,0,0
257506,6/1/2018 7:58,2,,1,4,643,NC,,,,,,1,0,0
257507,6/1/2018 7:59,2,,1,4,9002,PA,,,,,28935,2,1,1
257508,6/1/2018 7:59,1,1,1,4,727,PA,,0,,,29240.54,2.5,1,1
257509,6/1/2018 8:06,2,,1,4,737,KY,67,0,0.0582,173.73,31967,1,1,0
257510,6/1/2018 8:01,2,,23,3,,AL,,,,,44473,1,0,0
257511,6/1/2018 8:01,1,1,108,3,757,NC,,,,,,1,0,0
257512,6/1/2018 8:02,2,,1,4,623,FL,67,,,,,1,0,0
257513,6/1/2018 8:02,1,2,105,1,717,CA,,,,,,1,0,0
257515,6/1/2018 8:09,2,,1,4,642,NY,65,1090,0.0797,95.16,16646,2.5,1,0
257516,6/1/2018 8:05,2,,1,4,544,CT,46,,,,,1,0,0
257517,6/1/2018 8:10,1,2,105,1,605,CA,,4600,,,28844,2,1,0
257518,6/1/2018 8:07,2,,1,4,556,CA,52,,,,,1,0,0
257519,6/1/2018 8:12,2,,23,3,653,CT,64,0,0.0403,64.73,20463,1,1,0
257520,6/1/2018 8:15,2,,1,4,660,VA,41,0,0.1531,217.16,13385,1,1,0
257521,6/1/2018 8:12,2,,11,4,588,IL,72,,,,15318.05,2,1,1
257522,6/1/2018 8:12,2,,23,3,632,NY,72,,,,,1,0,0
257523,6/1/2018 8:13,2,,23,3,564,TX,70,,,,,1,0,0
257524,6/1/2018 8:15,2,,23,3,521,GA,71,,,,,1,0,0
257525,6/1/2018 8:22,2,,11,4,610,FL,76,0,0.0834,67.68,21000,1,1,0
257526,6/1/2018 8:18,2,,23,3,9003,AL,,,,,,1,0,0
257527,6/1/2018 8:23,2,,1,4,687,FL,46,0,0.0144,109.13,,1,0,0
257529,6/1/2018 8:18,1,2,105,1,513,CA,,,,,,1,0,0
257530,6/1/2018 8:19,2,,1,4,594,TX,48,,,,20659,2,1,0
257531,6/1/2018 8:24,2,,1,4,736,NJ,65,0,0.0621,61.52,16242.35,1,1,0
257532,6/1/2018 8:21,2,,23,3,799,NC,41,,,,9163,2,0,0
257533,6/1/2018 8:21,1,2,105,1,600,MD,,,,,,1,0,0
257534,6/1/2018 8:27,2,,1,4,710,TX,57,0,0.0226,161.03,25244,1,1,0
257535,6/1/2018 8:27,2,,23,3,622,NJ,61,0,-0.1154,-118.91,32310,1,0,0
257536,6/1/2018 8:27,2,,1,4,688,VA,72,0,0.0133,57.22,25490,1,1,0
257538,6/1/2018 8:28,2,,23,3,746,NJ,61,0,-0.0048,121.18,,1,0,0
257539,6/1/2018 8:29,2,,23,3,793,FL,47,0,0.0001,191.7,20892,1,0,0
257540,6/1/2018 8:25,1,2,105,1,501,MD,,,,,,1,0,0
257541,6/1/2018 8:31,2,,1,4,716,NY,68,0,0.0808,96.16,22799,1,1,0
257542,6/1/2018 8:26,1,2,105,1,501,MD,,,,,,1,0,0
257543,6/1/2018 8:32,2,,23,3,631,VA,55,0,0.0392,36.77,8051,1,0,0
257544,6/1/2018 8:32,1,2,105,1,793,CA,,0,,,34199,1,0,0
257546,6/1/2018 8:32,2,,11,4,717,RI,62,0,0.095,91.81,15748,1,1,0
257547,6/1/2018 8:32,2,,11,4,653,FL,71,,,,,1,0,0
257548,6/1/2018 8:33,1,2,105,1,616,FL,,,,,,1,0,0
257549,6/1/2018 8:39,2,,1,4,590,FL,69,0,0.0567,185.37,36859,1,1,0
257550,6/1/2018 8:35,2,,23,3,655,NC,36,,,,,1,0,0
257551,6/1/2018 8:42,2,,23,3,746,MI,42,0,-0.0069,34.4,4980,1,0,0
257552,6/1/2018 8:42,2,,23,3,668,MI,47,0,0.0851,58.42,6429,2,0,0
257553,6/1/2018 8:38,2,,23,3,795,NC,54,,,,11811.43,5,1,0
257554,6/1/2018 8:44,2,,23,3,664,NJ,55,0,-0.0765,-2.83,12396,1,0,0
257555,6/1/2018 8:39,1,2,105,1,544,OK,,,,,,1,0,0
257557,6/1/2018 8:45,2,,23,3,787,TX,54,0,0.0095,153.92,23538,1,0,0
257558,6/1/2018 8:45,2,,1,4,797,TX,52,0,0.0003,143.53,21548,1,1,0
257560,6/1/2018 8:40,1,2,105,1,519,TX,,,,,,1,0,0
257561,6/1/2018 8:46,2,,1,4,601,NY,,0,,,,1,0,0
257562,6/1/2018 8:42,2,,23,3,675,FL,56,,,,,1,0,0
257563,6/1/2018 8:47,2,,1,4,720,TX,,0,,,15449,1,0,0
257564,6/1/2018 8:42,2,,1,4,687,FL,46,,,,,1,0,0
257565,6/1/2018 8:47,2,,1,4,757,KS,55,0,-0.0139,7.41,22244,1,1,0
257566,6/1/2018 8:44,2,,23,3,688,IN,67,,,,,1,0,0
257567,6/1/2018 8:49,2,,23,3,661,OH,40,0,0.0412,28.54,3979,1,0,0
257568,6/1/2018 8:50,2,,1,4,694,CO,59,0,0.0437,43.07,11249,1,1,0
257569,6/1/2018 8:50,2,,1,4,794,TX,51,0,-0.0002,60.8,14044,1,1,0
257570,6/1/2018 8:46,2,,23,3,644,FL,50,,,,,1,0,0
257571,6/1/2018 8:51,2,,23,3,684,ME,42,0,0.0039,76.46,8399,1,0,0
257572,6/1/2018 8:52,2,,11,4,634,KS,42,0,0.124,152.89,13597.81,5,1,0
257573,6/1/2018 8:48,2,,23,3,512,NV,39,,,,,1,0,0
257574,6/1/2018 8:54,2,,23,3,727,TX,72,0,0.0022,33.81,20688,1,0,0
257575,6/1/2018 8:49,1,2,105,1,534,NC,,,,,,1,0,0
257577,6/1/2018 8:51,2,,1,4,536,WV,62,,,,,1,0,0
257578,6/1/2018 8:52,2,,1,4,626,FL,59,,,,,1,0,0
257579,6/1/2018 8:57,2,,1,4,613,NY,40,0,0.0593,225.27,17889,2.5,1,0
257580,6/1/2018 8:58,2,,23,3,722,VA,,2080,,,,1,0,0
257581,6/1/2018 8:54,1,1,1,4,738,TX,,0,,,19575.13,1,1,0
257582,6/1/2018 8:59,2,,1,4,682,AZ,46,0,-0.0095,83.58,13637,1,1,0
257583,6/1/2018 8:55,2,,23,3,9003,NC,75,,,,,1,0,0
257584,6/1/2018 9:03,2,,23,3,785,NY,44,0,0.0259,53.07,6601,1,0,0
257585,6/1/2018 9:03,2,,1,4,711,TX,46,0,0.0344,160.07,18726,1,1,0
257586,6/1/2018 8:58,2,,23,3,669,AL,68,,,,,1,0,0
257587,6/1/2018 9:04,2,,1,4,689,NJ,66,0,-0.013,79.72,34784,1,1,0
257588,6/1/2018 9:05,2,,23,3,556,PA,47,2230,-0.0701,70.44,,1,0,0
257589,6/1/2018 9:00,1,,1,4,798,AZ,,,,,,1,0,0
257590,6/1/2018 9:05,2,,11,4,617,FL,55,0,0.0495,80.23,14741,1,1,0
257591,6/1/2018 9:06,2,,23,3,709,IA,,470,,,7400,2,0,0
257592,6/1/2018 9:05,2,,5,2,774,FL,,0,,,38266.75,5,0,0
257593,6/1/2018 9:03,2,,23,3,709,AL,38,,,,,1,0,0
257594,6/1/2018 9:08,2,,23,3,712,MD,,3704680,,,,1,0,0
257595,6/1/2018 9:09,1,2,105,1,633,PA,,0,,,,1,0,0
257596,6/1/2018 9:04,2,,23,3,534,SC,67,,,,,1,0,0
257597,6/1/2018 9:11,2,,50,3,,CA,,3480,,,,1,0,0
257598,6/1/2018 9:07,2,,23,3,,NJ,,,,,,1,0,0
257599,6/1/2018 9:12,2,,11,4,614,MI,53,0,0.1322,87.18,10590,1,1,0
257601,6/1/2018 9:13,2,,23,3,664,DE,69,0,-0.0094,-3.59,16453,1,0,0
257602,6/1/2018 9:14,2,,11,4,633,VA,28,0,0.0045,350.82,17046,1,1,0
257603,6/1/2018 9:14,2,,23,3,727,TX,72,0,0.0022,33.81,20688,1,0,0
257604,6/1/2018 9:15,2,,11,4,639,GA,39,0,0.1344,216.48,15490,1,1,0
257605,6/1/2018 9:11,2,,23,3,759,NH,,,,,,1,0,0
257606,6/1/2018 9:11,2,,1,4,658,WA,72,,,,,1,0,0
257607,6/1/2018 9:12,2,,1,4,480,MD,67,,,,,1,0,0
257608,6/1/2018 9:18,2,,1,4,653,SC,68,0,-0.0039,-64.41,28591,1,0,0
257609,6/1/2018 9:14,2,,5,2,,,,,,,,1,0,0
257610,6/1/2018 9:22,1,2,105,1,684,AZ,,0,,,,1,0,0
257611,6/1/2018 9:23,2,,1,4,827,KS,,0,,,31767,1,0,0
257612,6/1/2018 9:19,2,,1,4,539,WI,61,,,,,1,0,0
257613,6/1/2018 9:25,2,,1,4,634,TX,49,0,-0.0914,148.27,38008,1,1,0
257614,6/1/2018 9:30,2,,23,3,647,GA,67,60,0.0935,56.87,11570.74,2,0,0
257615,6/1/2018 9:25,2,,23,3,642,TX,65,,,,,1,0,0
257616,6/1/2018 9:25,2,,23,3,694,VA,,,,,,1,0,0
257617,6/1/2018 9:28,1,2,105,1,,GA,,,,,41942,2,1,0
257618,6/1/2018 9:30,2,,5,2,690,MD,,0,,,19852.6,2,1,1
257619,6/1/2018 9:30,1,3,102,2,,CA,,,,,,1,0,0
257620,6/1/2018 9:30,2,,1,4,647,FL,48,,,,,1,0,0
257621,6/1/2018 9:32,2,,11,4,612,MA,57,,,,,1,0,0
257622,6/1/2018 9:32,1,2,105,1,656,CA,,,,,,1,0,0
257624,6/1/2018 9:32,2,,23,3,,TN,,,,,7338,3,1,1
257625,6/1/2018 9:34,2,,23,3,661,NC,55,,,,,1,0,0
257626,6/1/2018 9:35,2,,23,3,597,CO,,,,,,1,0,0
257627,6/1/2018 9:42,2,,11,4,583,OH,41,0,0.1398,203.7,,1,0,0
257628,6/1/2018 9:43,2,,32,3,800,AZ,61,0,-0.0056,52.45,14704,2.5,1,0
257629,6/1/2018 9:38,2,,23,3,611,FL,53,,,,,1,0,0
257630,6/1/2018 9:38,2,,23,3,634,TX,42,,,,,1,0,0
257632,6/1/2018 9:39,1,2,105,1,593,MS,,,,,,1,0,0
257633,6/1/2018 9:44,2,,23,3,745,ND,67,0,0.0025,60.47,23270,2,1,0
257634,6/1/2018 9:39,2,,1,4,621,PA,72,,,,,1,0,0
257635,6/1/2018 9:45,2,,1,4,619,CA,56,0,0.0745,153.72,,2,0,0
257636,6/1/2018 9:45,2,,23,3,648,MN,34,0,-0.0381,52.63,5743,1,0,0
257637,6/1/2018 9:41,2,,23,3,601,IL,51,,,,,1,0,0
257638,6/1/2018 9:46,2,,23,3,735,FL,38,0,-0.0228,100.62,10096,1,0,0
257639,6/1/2018 9:47,1,2,105,1,684,IA,,0,,,13413.75,1,1,0
