,ID,Variable01,Variable02,Variable03,Variable04,Variable05,Variable07,Variable08,Variable09,Variable10,Variable11,Result01,Result02,Result03,Region
47,257041.0,2.0,1.0017658693181881,1.0,4.0,634.0,53.287498327407185,125200.0,-0.001323061811109445,488.53459697804414,17353.152930774082,1.0,0.0,0.0,NE
48,257042.0,1.0,1.0,1.0,4.0,680.0,59.661088926873106,0.0,0.04527013584826461,68.61049023771952,20890.140874196713,1.0,0.0,0.0,S
49,257043.0,1.0,1.0,1.0,4.0,799.0,45.57137165810293,0.0,0.042031363480888935,142.6288127503526,35646.85,3.0,0.0,1.0,P
50,257044.0,2.0,1.0015321542285933,1.0,4.0,733.0,64.0,0.0,0.027000000000000003,59.25,22630.0,1.0,1.0,0.0,MW
51,257045.0,2.0,1.0000000532337197,1.0,4.0,709.0,49.0,0.0,0.0596,141.21,41907.35706618108,1.0,0.0,0.0,MT
52,257046.0,2.0,1.01882610222045,1.0,4.0,531.0,54.0,1623.161374938716,-0.005496340513041489,84.5006438191462,16672.78677403921,1.0,0.0,0.0,S
53,257047.0,2.0,1.0025514053785118,1.0,4.0,691.0,62.0,0.0,0.0179,50.0,19444.0,1.0,1.0,0.0,MW
54,257048.0,1.0,1.0,1.0,4.0,768.0,59.88350891459226,0.0,0.013609967793507658,39.63767997713991,14285.991491598237,1.0,0.0,0.0,MW
55,257049.0,2.0,1.0055632013792843,1.0,4.0,801.0,60.0,0.0,0.013999999999999999,111.5,22343.0,1.0,1.0,0.0,S
56,257050.0,2.0,1.006303059842467,1.0,4.0,729.0,45.0,0.0,-0.0176,93.02,15128.0,1.0,0.0,1.0,NE
57,257051.0,2.0,1.0011593769290315,1.0,4.0,772.0,60.0,0.0,0.0143,34.97,13244.0,1.0,1.0,0.0,S
58,257052.0,2.0,1.0083317260460496,1.0,4.0,723.0,64.0,0.0,-0.0196,154.78,54071.0,2.0,1.0,0.0,S
59,257053.0,2.0,1.046143317602413,1.0,4.0,589.0,61.0,0.0,-0.0059,-19.94,18868.905461145412,2.0,0.0,0.0,S
60,257054.0,2.0,1.0077510533224774,1.0,4.0,697.0,56.0,0.0,0.1541,60.87,8671.0,2.0,0.0,0.0,S
61,257068.0,2.0,1.1147944428117762,11.0,4.0,599.0,56.0,8668.253465711035,-0.037182387184370856,47.28137664915545,17004.68108631539,1.0,0.0,0.0,S
62,257069.0,2.0,1.2622256664271183,11.0,4.0,617.0,51.0,5850.0,-0.0471,169.35,17240.775506697984,1.0,0.0,0.0,S
63,257070.0,2.0,1.1213555751325839,11.0,4.0,613.0,70.0,0.0,-0.0819,-48.97,16925.933963825533,2.0,0.0,0.0,S
64,257074.0,1.0,1.0,32.0,3.0,692.0,55.89617137466267,0.0,0.05332409158935132,93.0629087258749,25111.98231119733,1.0,0.0,0.0,P
65,257083.0,1.0,3.0,102.0,2.0,715.0,56.10378386912995,0.0,0.005614995824189547,72.36505326353974,16479.0,2.0,0.0,0.0,P
66,257121.0,1.0,2.0,105.0,1.0,1361.9577107113432,58.85732783605313,0.0,-0.007633392671142063,62.477092222747025,21705.316235809063,1.0,0.0,0.0,S
67,257122.0,1.0,2.0,105.0,1.0,709.0,58.4801032165911,0.0,0.0001470951778912764,61.30252414516362,22783.0,2.0,1.0,1.0,WE
68,257123.0,1.0,2.0,105.0,1.0,535.0,58.331489978056275,1054.80664228324,-0.01637436716089333,75.36541299330429,15931.962245857923,1.0,0.0,0.0,P
69,257124.0,1.0,2.0,105.0,1.0,630.0,57.525782450313905,0.0,-0.017201352658321862,59.07971728470671,15197.289365509681,1.0,0.0,0.0,P
70,257125.0,1.0,2.0,105.0,1.0,9003.0,70.35181490110052,4749.925622242517,0.010160990377308953,103.73841632170725,21682.824217480105,1.0,0.0,0.0,S
71,257126.0,1.0,2.0,105.0,1.0,653.0,59.891290534976555,0.0,-0.012781900217313192,37.84424684771871,15639.0,1.0,1.0,1.0,MW
72,257127.0,1.0,2.0,105.0,1.0,647.0,55.985303757258464,0.0,0.004867006663395741,70.5345377934986,15480.224788760097,1.0,0.0,0.0,NE
73,257128.0,1.0,2.0,105.0,1.0,647.0,55.98766306797788,0.0,0.004886913497450523,70.51415233903151,15460.044723559247,2.0,0.0,0.0,NE
74,257130.0,1.0,2.0,105.0,1.0,674.0,59.007661377142576,0.0,0.01731862727111904,73.34779741088276,11057.536845340306,1.0,0.0,0.0,S
75,257131.0,1.0,2.0,105.0,1.0,9003.0,70.37722967461893,4738.024681784227,0.010161064558958247,103.7381684458437,21979.312262951957,1.0,0.0,0.0,S
76,257132.0,1.0,2.0,105.0,1.0,7026.829644805225,58.85919794907566,0.0,-0.007515763018542327,62.453139515862325,14118.882393863776,1.0,0.0,0.0,P
77,257133.0,1.0,2.0,105.0,1.0,9003.0,70.38579318228474,4734.019941498981,0.010161089321640514,103.73808841020107,22080.12870095661,1.0,0.0,0.0,P
78,257134.0,1.0,2.0,105.0,1.0,480.0,52.91576504372197,1646.8219873266614,-0.013670874593277252,77.97848119604123,15389.2846462076,1.0,0.0,0.0,MW
79,257135.0,1.0,2.0,105.0,1.0,480.0,52.91719575683127,1645.4726978502974,-0.013700921500102546,77.94157338926208,15380.53482030835,1.0,0.0,0.0,MW
80,257137.0,1.0,2.0,105.0,1.0,480.0,52.919963931412404,1642.7987403113534,-0.013759439696913385,77.86996568883886,15363.217099360923,1.0,0.0,0.0,MW
81,257138.0,1.0,2.0,105.0,1.0,677.0,59.35875758094714,0.0,-0.007574851139979472,47.08898344583727,9574.0,1.0,0.0,0.0,S
82,257139.0,1.0,2.0,105.0,1.0,572.0,59.543988268080895,811.7091855353531,-0.022795523068747492,82.2490761113192,15549.950894038606,1.0,0.0,0.0,MW
83,257140.0,1.0,2.0,105.0,1.0,479.0,52.92191578465563,1108.1269453879838,-0.013800513743863485,77.81389638331017,15345.611815107914,1.0,0.0,0.0,S
84,257141.0,1.0,2.0,105.0,1.0,479.0,59.664595760830665,1106.765715059687,-0.013827449306097125,77.78121889590713,15337.253817060728,1.0,0.0,0.0,S
85,257142.0,1.0,2.0,105.0,1.0,479.0,59.670205178251116,1105.4070277074795,-0.013853877389288767,77.74921584072135,15328.956105208024,1.0,0.0,0.0,S
86,257143.0,1.0,2.0,105.0,1.0,513.0,59.904411376439135,1057.932678854353,-0.01555782350506617,76.01435434549481,15973.72506502957,1.0,0.0,0.0,S
87,257144.0,1.0,2.0,105.0,1.0,513.0,58.249611462294894,1055.9967378241226,-0.015579445987495609,75.99052303155837,15970.385942405905,1.0,0.0,0.0,S
88,257146.0,1.0,2.0,105.0,1.0,513.0,58.255064627321445,1052.165578511035,-0.015620598258216392,75.94534543733116,15963.885088501142,1.0,0.0,0.0,S
89,257147.0,1.0,2.0,105.0,1.0,719.0,55.22221117921873,0.0,0.039096370566045105,100.29571921907808,19143.005190041287,1.0,0.0,0.0,NE
90,257148.0,1.0,2.0,105.0,1.0,583.0319032206048,58.85959022601562,0.0,-0.007191577703299774,62.446641102838726,12090.313188424921,1.0,0.0,0.0,NE
91,257149.0,1.0,2.0,105.0,1.0,496.0,59.80661970597577,1075.7524609373875,-0.01479780296944393,76.74361711449504,16037.467811643806,1.0,0.0,0.0,S
92,257150.0,1.0,2.0,105.0,1.0,496.0,59.81175583978072,1074.181553168805,-0.014818626424684709,76.7198880882841,16034.683108374486,1.0,0.0,0.0,S
93,257151.0,1.0,2.0,105.0,1.0,496.0,59.81685160374438,1072.6192951509963,-0.014838889267484808,76.6968547318089,16031.947423045594,1.0,0.0,0.0,S
94,257152.0,1.0,2.0,105.0,1.0,496.0,59.821898795534956,1071.0662983123602,-0.014858599938650158,76.67451470591286,16029.25821410703,1.0,0.0,0.0,S
95,257153.0,1.0,2.0,105.0,1.0,496.0,59.826898031159146,1069.5223669823592,-0.014877755491089424,76.65283497819668,16026.616690652758,1.0,0.0,0.0,S
96,257154.0,1.0,2.0,105.0,1.0,496.0,59.831864968034765,1067.98825551557,-0.014896370952272614,76.63182637110926,16024.02349361372,1.0,0.0,0.0,S
97,257394.0,1.0,2.0,105.0,1.0,709.0,57.38998534556112,2603.34101564655,0.02568041166550256,139.15976188764662,26694.356008197134,1.0,0.0,0.0,NE
98,257395.0,2.0,2.382369552857417,23.0,3.0,685.0,71.0,0.0,0.0625,241.14,50066.41,5.0,1.0,1.0,MW
99,257396.0,2.0,2.395286765127276,1.0,4.0,620.0,75.0,0.0,-0.053,-103.56,30498.0,1.0,0.0,0.0,MW
100,257397.0,2.0,2.4387212681839876,1.0,4.0,643.0,35.0,0.0,0.1205,228.4,12891.0,1.0,1.0,0.0,S
101,257398.0,1.0,2.0,105.0,1.0,512.0,59.394860555568975,2836.707497044038,0.10717545910604348,149.1984210175152,33719.133430248716,1.0,0.0,0.0,MW
102,257399.0,1.0,2.0,105.0,1.0,512.0,59.59878681081872,2836.2216425506003,0.10705890283533008,149.12963737069478,33725.90671338843,1.0,0.0,0.0,MW
103,257400.0,2.0,1.9999998444030211,23.0,3.0,674.0,45.0,4540.0,0.0724,254.66,25237.714626888916,1.0,0.0,0.0,S
104,257401.0,1.0,2.0,105.0,1.0,512.0,60.00197613820046,2835.241783357677,0.10682014470947487,148.9880732912415,33739.535969621546,1.0,0.0,0.0,MW
105,257402.0,2.0,2.2207783039512137,23.0,3.0,725.0,42.0,0.0,0.011491243795012021,80.79266963761178,27474.553462627908,1.0,0.0,0.0,S
106,257403.0,2.0,1.4926328420943564,1.0,4.0,782.0,64.0,0.0,0.0076,105.5,27856.0,2.0,1.0,0.0,S
107,257404.0,2.0,2.1838676263686057,23.0,3.0,590.0,42.0,2380.0,0.1359,163.32,26691.64832692807,1.0,0.0,0.0,S
108,257405.0,2.0,2.1857880626408956,23.0,3.0,590.0,42.0,2380.0,0.1359,163.32,26725.876766774778,1.0,0.0,0.0,S
109,257406.0,2.0,2.4280229129424225,1.0,4.0,632.0,54.0,0.0,0.021,222.8,31255.0,2.0,1.0,0.0,P
110,257407.0,2.0,2.189836363625798,23.0,3.0,590.0,42.0,2380.0,0.1359,163.32,26795.47620665826,1.0,0.0,0.0,S
111,257408.0,2.0,2.0515970137075996,23.0,3.0,676.0,50.45320474861263,3061.9876601415103,0.06916966381441486,236.33047305051088,39107.90397177945,1.0,0.0,0.0,NE
112,257409.0,2.0,2.3673979137125767,1.0,4.0,730.0,85.0,0.0,0.0259,36.74,30651.18597693881,1.0,0.0,0.0,S
113,257410.0,2.0,2.552959452524177,23.0,3.0,742.0,70.0,0.0,0.0101,44.9,28330.985727133273,1.0,0.0,0.0,MW
114,257411.0,1.0,2.0,105.0,1.0,519.0,63.080413604353204,2864.8168302019553,0.1060542256505748,148.53494873577407,30443.57190189441,1.0,0.0,0.0,S
115,257412.0,1.0,2.0,105.0,1.0,519.0,63.266254596458374,2864.467314140001,0.10590765978877875,148.44566314014295,30457.330466119845,1.0,0.0,0.0,S
116,257413.0,1.0,2.0,105.0,1.0,519.0,63.44356914966862,2864.1092846936517,0.10575934526510763,148.35497599447874,30471.228549191386,1.0,0.0,0.0,S
117,257415.0,1.0,2.0,105.0,1.0,519.1412935264556,66.5305116079857,6206.02123106174,0.04498534464043374,98.3075624074984,32783.264880940325,1.0,0.0,0.0,NE
118,257417.0,1.0,2.0,105.0,1.0,519.0,64.05604297898017,2862.5888128919837,0.10514954293859109,147.97851652474054,30528.243293411633,1.0,0.0,0.0,S
119,257418.0,2.0,2.3980041016557285,23.0,3.0,658.8789387916783,47.52474597349834,314.3075434766306,0.0001568743188963468,52.693571018584684,43984.811913961086,1.0,0.0,0.0,MW
120,257419.0,2.0,2.1919990324001652,1.0,4.0,661.0,70.0,0.0,0.0194,59.28,28177.217895380858,1.0,0.0,0.0,S
121,257420.0,2.0,2.0107026284714737,23.0,3.0,661.0,36.0,1195.3579928758525,0.07272046175977381,232.8343318425125,22343.892134456903,1.0,0.0,0.0,MW
122,257421.0,2.0,2.395598324809996,23.0,3.0,646.0,71.0,0.0,-0.0248,34.59,45253.0,1.0,0.0,0.0,P
123,257422.0,1.0,2.0,105.0,1.0,537.8893120611875,66.83279314095915,6761.325295635866,0.012896229321283335,81.05349861429258,32388.18671038199,1.0,0.0,0.0,S
124,257423.0,1.0,2.0,105.0,1.0,544.4550775710738,66.87407210145834,6824.525264651228,0.012579140679497156,81.10545577653491,32332.158107866584,1.0,0.0,0.0,S
125,257424.0,2.0,2.0350896410217034,1.0,4.0,665.0,67.0,0.0,0.0883,141.35,29247.0,1.0,1.0,0.0,S
126,257425.0,2.0,2.1713692067740156,1.0,4.0,637.0,57.0,0.0,0.03289440470260367,115.18767102915304,21835.538918394188,1.0,0.0,0.0,NE
127,257426.0,2.0,1.237786209769669,1.0,4.0,769.0,78.0,0.0,0.0056,60.53,54352.0,1.0,1.0,0.0,S
128,257427.0,2.0,2.0000000696323745,102.0,2.0,536.0,67.0,2764.78743311807,0.10347997139458541,147.20052122943795,30060.842121408718,1.0,0.0,0.0,NE
129,257428.0,2.0,2.898124956843943,23.0,3.0,700.9668347910142,58.17684615297487,0.0,-0.02202015301785456,62.09927385556796,29051.86515685156,1.0,0.0,0.0,NE
130,257429.0,2.0,2.481524103252105,1.0,4.0,640.0,61.0,0.0,0.0357,114.8,19841.0,1.0,1.0,0.0,MW
131,257430.0,2.0,2.2814002348480136,1.0,4.0,671.0,37.0,0.0,0.0842,271.77,17589.0,1.0,1.0,0.0,S
132,257431.0,1.0,2.0,105.0,1.0,637.0,56.47689796519527,7090.0,0.03712601225108543,242.11046719783738,26873.478923529405,1.0,0.0,0.0,MW
133,257432.0,1.0,3.0,23.0,3.0,733.0,70.5137354371458,0.0,0.010724602615676898,53.0828901236683,24209.073813250674,1.0,0.0,0.0,S
134,257433.0,2.0,2.5688285788415643,23.0,3.0,701.0,60.0,0.0,-0.0306,66.68,22113.0,1.0,1.0,0.0,S
135,257434.0,1.0,1.0,1.0,4.0,781.0,66.86630396366219,0.0,0.004726784963361777,99.65993634163392,41331.38430209019,1.0,0.0,0.0,MW
136,257435.0,2.0,1.9550228310420905,23.0,3.0,694.0,52.0,0.0,-0.01861163994346635,91.75402819508852,22902.56330782041,2.0,0.0,0.0,MW
137,257436.0,2.0,2.27001970500999,1.0,4.0,559.0,41.0,1175.471788408039,0.09291031244074126,143.21990720894462,26041.238036501512,1.0,0.0,0.0,NE
138,257437.0,2.0,2.8164797378248347,23.0,3.0,712.3203246560719,68.36325724983173,0.0,-0.007738565504887188,73.76225831888127,24835.645541891303,1.0,0.0,0.0,NE
139,257438.0,2.0,2.208379459164103,23.0,3.0,715.0,72.0,0.0,-0.0012073150552330038,69.86365721115772,27146.030354067698,1.0,0.0,0.0,MW
140,257439.0,2.0,2.288967819432713,1.0,4.0,566.0,56.0,726.0489607407253,0.07714187869942082,145.1748903006054,29251.849696509755,1.0,0.0,0.0,MW
141,257441.0,2.0,2.8923708998460764,23.0,3.0,726.0,71.0,0.0,0.0056,65.45,29693.0,1.0,0.0,0.0,MW
142,257442.0,2.0,2.404413696521833,1.0,4.0,664.0,57.0,0.0,0.0402,265.19,36777.0,1.0,1.0,0.0,S
143,257443.0,2.0,2.320169726217924,1.0,4.0,582.0,32.0,1236.680441436145,0.09499350766059778,140.7121665405902,24345.47543867079,1.0,0.0,0.0,MW
144,257444.0,2.0,1.0311893417782705,1.0,4.0,605.4434405156097,37.516627358172656,2567.155098620427,0.041443692603277155,254.80292346057155,34498.77695296205,1.0,0.0,0.0,S
145,257445.0,2.0,2.776124149317431,23.0,3.0,740.0,66.0,0.0,0.0251,36.17,14996.0,1.0,0.0,0.0,S
146,257446.0,2.0,2.2916580214937667,23.0,3.0,655.0,33.0,0.0,-0.0025,209.56,20638.0682704701,1.0,0.0,0.0,S
147,257447.0,1.0,1.0,1.0,4.0,727.0,62.20924693750341,8570.0,-0.007217998233232278,185.57088076823197,22759.824123174858,1.0,0.0,0.0,NE
148,257448.0,2.0,2.4951750883556483,11.0,4.0,635.0,60.0,0.0,0.068,59.47,12382.0,1.0,1.0,0.0,NE
149,257449.0,2.0,2.428044897620706,11.0,4.0,693.0,59.39945828746298,0.0,0.015775602170574842,88.63245703484183,30986.0,1.0,0.0,0.0,S
150,257450.0,2.0,2.3443346626325887,11.0,4.0,577.0,69.0,0.0,0.0523,170.35,34458.0,1.0,1.0,0.0,S
151,257451.0,2.0,1.8586638818557366,1.0,4.0,662.0,78.0,0.0,0.05647449808575364,156.36132526955453,28816.231105679482,1.0,0.0,0.0,MT
152,257452.0,2.0,2.073861809267974,1.0,4.0,749.0,37.0,0.0,0.0236,262.76,19015.0,1.0,1.0,0.0,S
153,257453.0,2.0,2.35043318581451,23.0,3.0,686.0,30.0,0.0,-0.0152,114.05,7059.0,1.0,0.0,0.0,S
154,257454.0,2.0,1.9999999470920578,23.0,3.0,723.0,34.0,2910.0,0.0638,231.61,24285.811874052182,1.0,0.0,0.0,MT
155,257455.0,2.0,1.7842936730378982,23.0,3.0,769.0,58.0,0.0,-0.0055,188.04,39023.0,2.0,0.0,0.0,S
156,257456.0,2.0,2.4885270898026293,23.0,3.0,660.0,26.0,0.0,0.146,156.47,5612.0,1.0,0.0,0.0,S
157,257458.0,1.0,2.0,105.0,1.0,586.0,65.98523011875203,4167.082025818566,0.11598713900208454,133.3569312834524,29416.24715945543,1.0,0.0,0.0,MT
158,257460.0,2.0,1.6828604007746972,23.0,3.0,777.0,53.0,0.0,0.0086,80.03,15128.0,1.0,0.0,0.0,NE
159,257461.0,2.0,2.5033373695104664,23.0,3.0,715.0,58.0,0.0,-0.0132,148.74,32244.0,5.0,1.0,0.0,S
160,257462.0,2.0,2.52782061290498,1.0,4.0,632.0,50.0,0.0,-0.0276,27.87,17054.0,1.0,1.0,0.0,S
161,257463.0,2.0,2.3391709837933052,1.0,4.0,622.0,53.0,0.0,-0.006,65.68,15384.564924245047,1.0,0.0,0.0,NE
162,257464.0,2.0,2.324452853757225,1.0,4.0,693.0,65.0,0.0,0.0058,104.21,31601.0,1.0,1.0,0.0,NE
163,257465.0,2.0,1.6077429262486977,23.0,3.0,766.0,54.0,229.26285273804794,-0.0015675551940158305,82.03064986961,12238.0,1.0,0.0,0.0,S
164,257466.0,2.0,2.52604212692427,23.0,3.0,676.0,44.0,0.0,-0.0038,83.62,10543.0,1.0,0.0,0.0,S
165,257467.0,2.0,2.3724472709735007,23.0,3.0,630.0,71.0,0.0,0.11602683930698765,145.64641386332573,18185.0216552053,1.0,0.0,0.0,S
166,257468.0,2.0,1.490884393939012,1.0,4.0,779.0,32.0,0.0,0.0037,232.71,13860.0,1.0,1.0,0.0,NE
167,257469.0,2.0,2.4153454486517862,11.0,4.0,576.0,57.0,0.0,0.0493,65.88,24087.37750939241,2.0,0.0,0.0,MT
168,257470.0,2.0,2.436009392938502,11.0,4.0,607.0,75.0,0.0,0.2124,104.92,11329.0,1.0,1.0,0.0,MW
169,257471.0,2.0,2.3781442120338734,11.0,4.0,623.0,71.0,0.0,0.1206,196.11,29247.232700038683,1.0,0.0,0.0,P
170,257472.0,2.0,2.504921512228799,23.0,3.0,668.0,71.0,0.0,0.0747,139.57,25490.0,1.0,1.0,0.0,MT
171,257473.0,2.0,2.54476116813678,1.0,4.0,647.0,23.0,0.0,0.1051,496.26,12336.01,2.0,0.0,0.0,S
172,257474.0,2.0,2.3788770146229457,1.0,4.0,689.0,52.0,0.0,-0.0157,107.66,24946.0,1.0,0.0,0.0,MW
173,257475.0,2.0,1.7039425511624091,23.0,3.0,741.5305175506994,58.5927126654958,0.0,-0.004075713062221572,70.05183951113789,15264.778301415468,1.0,0.0,0.0,NE
174,257476.0,2.0,1.6724154145832555,23.0,3.0,754.0,59.0,0.0,-0.0171,63.6,13656.573741841066,1.0,0.0,0.0,MT
175,257477.0,2.0,2.0556549397311854,23.0,3.0,747.0,51.0,0.0,0.0134,64.25,11621.0,1.0,0.0,0.0,S
176,257478.0,1.0,2.0,105.0,1.0,752.8041595118457,67.81005117444218,1286.766999653409,-0.00650395834290479,90.07973871925618,25879.268093242834,1.0,0.0,0.0,S
177,257479.0,2.0,2.4094448418174736,1.0,4.0,657.0,47.0,0.0,0.1214,150.87,13144.0,1.0,1.0,0.0,MW
